texto;toxico;num_admir;num_may;num_may_esc;emojis;num_emoji;num_insultos;dir_23ps;score_emoji_tox;emphasize;series_token2;series_token;filtered_words
es posible que haya otras formas respetables de ver la vida y el trabajo, en funcion de las circunstancias de cada uno. piensalo. en mi opinion te estan quedando pelin clasistas algunas opiniones al respecto de la encuesta del farmaceutico. sin acritud.;0.0;0;0;0.0;;0;0;1;0.0;1.0;es posible que haya otras formas respetables de ver la vida y el trabajo, en funcion de las circunstancias de cada uno. piensalo. en mi opinion te estan quedando pelin clasistas algunas opiniones al respecto de la encuesta del farmaceutico. sin acritud.;['es', 'posible', 'que', 'haya', 'otras', 'formas', 'respetables', 'de', 'ver', 'la', 'vida', 'y', 'el', 'trabajo', ',', 'en', 'funcion', 'de', 'las', 'circunstancias', 'de', 'cada', 'uno', '.', 'piensalo', '.', 'en', 'mi', 'opinion', 'te', 'estan', 'quedando', 'pelin', 'clasistas', 'algunas', 'opiniones', 'al', 'respecto', 'de', 'la', 'encuesta', 'del', 'farmaceutico', '.', 'sin', 'acritud', '.'];['posible', 'formas', 'respetables', 'ver', 'vida', 'trabajo,', 'funcion', 'circunstancias', 'cada', 'uno.', 'piensalo.', 'opinion', 'estan', 'quedando', 'pelin', 'clasistas', 'opiniones', 'respecto', 'encuesta', 'farmaceutico.', 'acritud.']
un dia mas de trabajo es un dia mas cerca a mi jubilacion.;0.0;0;0;0.0;;0;0;1;0.0;1.0;un dia mas de trabajo es un dia mas cerca a mi jubilacion.;['un', 'dia', 'mas', 'de', 'trabajo', 'es', 'un', 'dia', 'mas', 'cerca', 'a', 'mi', 'jubilacion', '.'];['dia', 'mas', 'trabajo', 'dia', 'mas', 'cerca', 'jubilacion.']
buen domingo 🎼 😊 👍 ya veras que tu cerebro hara el trabajo :);0.0;0;0;0.0;🎼 😊 👍;3;0;0;0.49733333333333335;0.0;buen domingo 🎼 😊 👍 ya veras que tu cerebro hara el trabajo :);['buen', 'domingo', '🎼', '😊', '👍', 'ya', 'veras', 'que', 'tu', 'cerebro', 'hara', 'el', 'trabajo', ':', ')'];['buen', 'domingo', '🎼', '😊', '👍', 'veras', 'cerebro', 'hara', 'trabajo', ':)']
🔵 aspectos muy curiosos (e incluso peligrosos) de la cultura laboral en japon trabajo;0.0;0;0;0.0;🔵;1;0;0;0.306;0.0;🔵 aspectos muy curiosos (e incluso peligrosos) de la cultura laboral en japon trabajo;['🔵', 'aspectos', 'muy', 'curiosos', '(', 'e', 'incluso', 'peligrosos', ')', 'de', 'la', 'cultura', 'laboral', 'en', 'japon', 'trabajo'];['🔵', 'aspectos', 'curiosos', '(e', 'incluso', 'peligrosos)', 'cultura', 'laboral', 'japon', 'trabajo']
ofertas trabajo content autocoding specialist - barcelona en barcelona;0.0;0;0;0.0;;0;0;0;0.0;0.0;ofertas trabajo content autocoding specialist - barcelona en barcelona;['ofertas', 'trabajo', 'content', 'autocoding', 'specialist', '-', 'barcelona', 'en', 'barcelona'];['ofertas', 'trabajo', 'content', 'autocoding', 'specialist', '-', 'barcelona', 'barcelona']
ofertas trabajo comercial rrhh - barcelona en barcelona;0.0;0;0;0.0;;0;0;0;0.0;0.0;ofertas trabajo comercial rrhh - barcelona en barcelona;['ofertas', 'trabajo', 'comercial', 'rrhh', '-', 'barcelona', 'en', 'barcelona'];['ofertas', 'trabajo', 'comercial', 'rrhh', '-', 'barcelona', 'barcelona']
ofertas trabajo enfermero/a y/o fisioterapeuta para domicilios en alava - talent search people en otra;0.0;0;0;0.0;;0;0;0;0.0;0.0;ofertas trabajo enfermero/a y/o fisioterapeuta para domicilios en alava - talent search people en otra;['ofertas', 'trabajo', 'enfermero/a', 'y/o', 'fisioterapeuta', 'para', 'domicilios', 'en', 'alava', '-', 'talent', 'search', 'people', 'en', 'otra'];['ofertas', 'trabajo', 'enfermero/a', 'y/o', 'fisioterapeuta', 'domicilios', 'alava', '-', 'talent', 'search', 'people']
18 atajos de teclado en illustrator que mejoraran tu flujo de trabajo;0.0;0;0;0.0;;0;0;0;0.0;0.0;18 atajos de teclado en illustrator que mejoraran tu flujo de trabajo;['18', 'atajos', 'de', 'teclado', 'en', 'illustrator', 'que', 'mejoraran', 'tu', 'flujo', 'de', 'trabajo'];['18', 'atajos', 'teclado', 'illustrator', 'mejoraran', 'flujo', 'trabajo']
la historia tiene tantas versiones como personas la cuenten;0.0;0;0;0.0;;0;0;1;0.0;1.0;la historia tiene tantas versiones como personas la cuenten;['la', 'historia', 'tiene', 'tantas', 'versiones', 'como', 'personas', 'la', 'cuenten'];['historia', 'tantas', 'versiones', 'personas', 'cuenten']
felicidades por hacer historia;0.0;0;0;0.0;;0;0;1;0.0;1.0;felicidades por hacer historia;['felicidades', 'por', 'hacer', 'historia'];['felicidades', 'hacer', 'historia']
hombre, en la f1 tambien corren solo dos coches . 😉 nunca en la historia habia habido un campeon de f1 y wec hasta ahora. a mi lo que acaba de hacer fernando me parece increible.;0.0;0;1;0.027777777777777776;😉;1;0;1;0.46299999999999997;1.0277777777777777;hombre, en la f1 tambien corren solo dos coches . 😉 nunca en la historia habia habido un campeon de f1 y wec hasta ahora. a mi lo que acaba de hacer fernando me parece increible.;['hombre', ',', 'en', 'la', 'f1', 'tambien', 'corren', 'solo', 'dos', 'coches', '.', '😉', 'nunca', 'en', 'la', 'historia', 'habia', 'habido', 'un', 'campeon', 'de', 'f1', 'y', 'wec', 'hasta', 'ahora', '.', 'a', 'mi', 'lo', 'que', 'acaba', 'de', 'hacer', 'fernando', 'me', 'parece', 'increible', '.'];['hombre,', 'f1', 'tambien', 'corren', 'solo', 'dos', 'coches', '.', '😉', 'nunca', 'historia', 'habia', 'campeon', 'f1', 'wec', 'ahora.', 'acaba', 'hacer', 'fernando', 'parece', 'increible.']
ee uu encadena el mayor periodo de crecimiento de su historia via;0.0;0;2;0.16666666666666666;;0;0;0;0.0;0.16666666666666666;ee uu encadena el mayor periodo de crecimiento de su historia via;['ee', 'uu', 'encadena', 'el', 'mayor', 'periodo', 'de', 'crecimiento', 'de', 'su', 'historia', 'via'];['ee', 'uu', 'encadena', 'mayor', 'periodo', 'crecimiento', 'historia', 'via']
42. criminales en el mar 🇺🇲 la historia esta bien pero hubiese estado mejor en una peli no comica.;0.0;0;0;0.0;;0;0;1;0.0;1.0;42. criminales en el mar 🇺🇲 la historia esta bien pero hubiese estado mejor en una peli no comica.;['42.', 'criminales', 'en', 'el', 'mar', '🇺🇲', 'la', 'historia', 'esta', 'bien', 'pero', 'hubiese', 'estado', 'mejor', 'en', 'una', 'peli', 'no', 'comica', '.'];['42.', 'criminales', 'mar', '🇺🇲', 'historia', 'mejor', 'peli', 'no', 'comica.']
tal parece q salieron de una historia de terror.;0.0;0;0;0.0;;0;0;0;0.0;0.0;tal parece q salieron de una historia de terror.;['tal', 'parece', 'q', 'salieron', 'de', 'una', 'historia', 'de', 'terror', '.'];['tal', 'parece', 'q', 'salieron', 'historia', 'terror.']
quienes esteis de acuerdo con el hecho de que hacerse un personaje como adolf hitler en rp esta: bien podeis darme sb directamente, de verdad os lo digo. porque me estais comparando al mayor genocida de la historia con una reina o un emperador. venga hombre. xd;0.0;0;2;0.0425531914893617;;0;0;1;0.0;1.0425531914893618;quienes esteis de acuerdo con el hecho de que hacerse un personaje como adolf hitler en rp esta: bien podeis darme sb directamente, de verdad os lo digo. porque me estais comparando al mayor genocida de la historia con una reina o un emperador. venga hombre. xd;['quienes', 'esteis', 'de', 'acuerdo', 'con', 'el', 'hecho', 'de', 'que', 'hacerse', 'un', 'personaje', 'como', 'adolf', 'hitler', 'en', 'rp', 'esta', ':', 'bien', 'podeis', 'darme', 'sb', 'directamente', ',', 'de', 'verdad', 'os', 'lo', 'digo', '.', 'porque', 'me', 'estais', 'comparando', 'al', 'mayor', 'genocida', 'de', 'la', 'historia', 'con', 'una', 'reina', 'o', 'un', 'emperador', '.', 'venga', 'hombre', '.', 'xd'];['esteis', 'acuerdo', 'hecho', 'hacerse', 'personaje', 'adolf', 'hitler', 'rp', 'esta:', 'podeis', 'darme', 'sb', 'directamente,', 'verdad', 'digo.', 'estais', 'comparando', 'mayor', 'genocida', 'historia', 'reina', 'emperador.', 'venga', 'hombre.', 'xd']
españa es... unai simon y mas esp;0.0;0;4;0.5;;0;0;1;0.0;1.5;españa es... unai simon y mas esp;['españa', 'es', '...', 'unai', 'simon', 'y', 'mas', 'esp'];['españa', 'es...', 'unai', 'simon', 'mas', 'esp']
se puede decir mas alto, pero no mas claro. cs a perdido una oportunidad de oro para desmarcarse publicamente de cualquier ideologia extremista. hoy podria gobernar españa, junto al psoe imponiendo sus condiciones y haber aislado a separatistas, nacionalistas y populistas.;0.0;0;1;0.024390243902439025;;0;0;1;0.0;1.024390243902439;se puede decir mas alto, pero no mas claro. cs a perdido una oportunidad de oro para desmarcarse publicamente de cualquier ideologia extremista. hoy podria gobernar españa, junto al psoe imponiendo sus condiciones y haber aislado a separatistas, nacionalistas y populistas.;['se', 'puede', 'decir', 'mas', 'alto', ',', 'pero', 'no', 'mas', 'claro', '.', 'cs', 'a', 'perdido', 'una', 'oportunidad', 'de', 'oro', 'para', 'desmarcarse', 'publicamente', 'de', 'cualquier', 'ideologia', 'extremista', '.', 'hoy', 'podria', 'gobernar', 'españa', ',', 'junto', 'al', 'psoe', 'imponiendo', 'sus', 'condiciones', 'y', 'haber', 'aislado', 'a', 'separatistas', ',', 'nacionalistas', 'y', 'populistas', '.'];['puede', 'decir', 'mas', 'alto,', 'no', 'mas', 'claro.', 'cs', 'perdido', 'oportunidad', 'oro', 'desmarcarse', 'publicamente', 'cualquier', 'ideologia', 'extremista.', 'hoy', 'podria', 'gobernar', 'españa,', 'junto', 'psoe', 'imponiendo', 'condiciones', 'haber', 'aislado', 'separatistas,', 'nacionalistas', 'populistas.']
primo jose como que no lo ve en españa, de pronto no en el barcelona, pero para el real madrid de zidane es perfecto, por despliegue en la cancha y recuperacion de balon y seria una maravilla cubriendo la espalda de marcelo y carvajal;0.0;0;0;0.0;;0;0;1;0.0;1.0;primo jose como que no lo ve en españa, de pronto no en el barcelona, pero para el real madrid de zidane es perfecto, por despliegue en la cancha y recuperacion de balon y seria una maravilla cubriendo la espalda de marcelo y carvajal;['primo', 'jose', 'como', 'que', 'no', 'lo', 've', 'en', 'españa', ',', 'de', 'pronto', 'no', 'en', 'el', 'barcelona', ',', 'pero', 'para', 'el', 'real', 'madrid', 'de', 'zidane', 'es', 'perfecto', ',', 'por', 'despliegue', 'en', 'la', 'cancha', 'y', 'recuperacion', 'de', 'balon', 'y', 'seria', 'una', 'maravilla', 'cubriendo', 'la', 'espalda', 'de', 'marcelo', 'y', 'carvajal'];['primo', 'jose', 'no', 've', 'españa,', 'pronto', 'no', 'barcelona,', 'real', 'madrid', 'zidane', 'perfecto,', 'despliegue', 'cancha', 'recuperacion', 'balon', 'seria', 'maravilla', 'cubriendo', 'espalda', 'marcelo', 'carvajal']
viva españa !! 🙆;0.0;2;0;0.0;🙆;1;0;0;0.5;2.0;viva españa !! 🙆;['viva', 'españa', '!', '!', '🙆'];['viva', 'españa', '!!', '🙆']
majestad: el proximo de junio, consagre usted españa al sagrado corazon via;0.0;0;0;0.0;;0;0;1;0.0;1.0;majestad: el proximo de junio, consagre usted españa al sagrado corazon via;['majestad', ':', 'el', 'proximo', 'de', 'junio', ',', 'consagre', 'usted', 'españa', 'al', 'sagrado', 'corazon', 'via'];['majestad:', 'proximo', 'junio,', 'consagre', 'usted', 'españa', 'sagrado', 'corazon', 'via']
terraprim es el ampurdan y cataluña es españa.;0.0;0;0;0.0;;0;0;1;0.0;1.0;terraprim es el ampurdan y cataluña es españa.;['terraprim', 'es', 'el', 'ampurdan', 'y', 'cataluña', 'es', 'españa', '.'];['terraprim', 'ampurdan', 'cataluña', 'españa.']
ahora, mañana china y españa salen mañana a darse la mano, empatan y ambas selecciones clasifican con puntos. el grupo b no cuenta. fifawwc;0.0;0;1;0.04;;0;0;1;0.0;1.04;ahora, mañana china y españa salen mañana a darse la mano, empatan y ambas selecciones clasifican con puntos. el grupo b no cuenta. fifawwc;['ahora', ',', 'mañana', 'china', 'y', 'españa', 'salen', 'mañana', 'a', 'darse', 'la', 'mano', ',', 'empatan', 'y', 'ambas', 'selecciones', 'clasifican', 'con', 'puntos', '.', 'el', 'grupo', 'b', 'no', 'cuenta', '.', 'fifawwc'];['ahora,', 'mañana', 'china', 'españa', 'salen', 'mañana', 'darse', 'mano,', 'empatan', 'ambas', 'selecciones', 'clasifican', 'puntos.', 'grupo', 'b', 'no', 'cuenta.', 'fifawwc']
📣 delicias que evidencian la riqueza gastronomica de españa;0.0;0;0;0.0;📣;1;0;0;0.364;0.0;📣 delicias que evidencian la riqueza gastronomica de españa;['📣', 'delicias', 'que', 'evidencian', 'la', 'riqueza', 'gastronomica', 'de', 'españa'];['📣', 'delicias', 'evidencian', 'riqueza', 'gastronomica', 'españa']
rugby se ha proclamado campeon de las españa seven series.;0.0;0;0;0.0;;0;0;1;0.0;1.0;rugby se ha proclamado campeon de las españa seven series.;['rugby', 'se', 'ha', 'proclamado', 'campeon', 'de', 'las', 'españa', 'seven', 'series', '.'];['rugby', 'proclamado', 'campeon', 'españa', 'seven', 'series.']
abuchean a una concejal de vox por jurar el cargo diciendo el nombre de san juan de alicante en español;0.0;0;0;0.0;;0;0;1;0.0;1.0;abuchean a una concejal de vox por jurar el cargo diciendo el nombre de san juan de alicante en español;['abuchean', 'a', 'una', 'concejal', 'de', 'vox', 'por', 'jurar', 'el', 'cargo', 'diciendo', 'el', 'nombre', 'de', 'san', 'juan', 'de', 'alicante', 'en', 'español'];['abuchean', 'concejal', 'vox', 'jurar', 'cargo', 'diciendo', 'nombre', 'san', 'juan', 'alicante', 'español']
abalos que asuma su papel: deberia reflexionar y sobre todo en el horizonte de una investidura para españa, donde creo que lo importante es que el gobierno de españa sea un gobierno sin ataduras.;0.0;0;1;0.029411764705882353;;0;0;1;0.0;1.0294117647058822;abalos que asuma su papel: deberia reflexionar y sobre todo en el horizonte de una investidura para españa, donde creo que lo importante es que el gobierno de españa sea un gobierno sin ataduras.;['abalos', 'que', 'asuma', 'su', 'papel', ':', 'deberia', 'reflexionar', 'y', 'sobre', 'todo', 'en', 'el', 'horizonte', 'de', 'una', 'investidura', 'para', 'españa', ',', 'donde', 'creo', 'que', 'lo', 'importante', 'es', 'que', 'el', 'gobierno', 'de', 'españa', 'sea', 'un', 'gobierno', 'sin', 'ataduras', '.'];['abalos', 'asuma', 'papel:', 'deberia', 'reflexionar', 'horizonte', 'investidura', 'españa,', 'creo', 'importante', 'gobierno', 'españa', 'gobierno', 'ataduras.']
cataluña se va a independizar. no cabe ninguna duda. el intervencionismo internacional al final lo provocara. lo unico que queda es que devuelva hasta el ultimo centimo de lo que le dimos el resto de españa, cuando le construimos el primer ferrocarril, la primera red electrica,;0.0;0;0;0.0;;0;0;1;0.0;1.0;cataluña se va a independizar. no cabe ninguna duda. el intervencionismo internacional al final lo provocara. lo unico que queda es que devuelva hasta el ultimo centimo de lo que le dimos el resto de españa, cuando le construimos el primer ferrocarril, la primera red electrica,;['cataluña', 'se', 'va', 'a', 'independizar', '.', 'no', 'cabe', 'ninguna', 'duda', '.', 'el', 'intervencionismo', 'internacional', 'al', 'final', 'lo', 'provocara', '.', 'lo', 'unico', 'que', 'queda', 'es', 'que', 'devuelva', 'hasta', 'el', 'ultimo', 'centimo', 'de', 'lo', 'que', 'le', 'dimos', 'el', 'resto', 'de', 'españa', ',', 'cuando', 'le', 'construimos', 'el', 'primer', 'ferrocarril', ',', 'la', 'primera', 'red', 'electrica', ','];['cataluña', 'independizar.', 'no', 'cabe', 'ninguna', 'duda.', 'intervencionismo', 'internacional', 'final', 'provocara.', 'unico', 'queda', 'devuelva', 'ultimo', 'centimo', 'dimos', 'resto', 'españa,', 'construimos', 'primer', 'ferrocarril,', 'primera', 'red', 'electrica,']
operacion blanqueo a c’s;0.0;0;0;0.0;;0;0;0;0.0;0.0;operacion blanqueo a c’s;['operacion', 'blanqueo', 'a', 'c', '’', 's'];['operacion', 'blanqueo', 'c’s']
bueno, al menos no tuve una operacion jajjajajajajja;0.0;0;1;0.125;;0;0;0;0.0;0.125;bueno, al menos no tuve una operacion jajjajajajajja;['bueno', ',', 'al', 'menos', 'no', 'tuve', 'una', 'operacion', 'jajjajajajajja'];['bueno,', 'menos', 'no', 'operacion', 'jajjajajajajja']
la compleja operacion salida del real madrid;0.0;0;0;0.0;;0;0;0;0.0;0.0;la compleja operacion salida del real madrid;['la', 'compleja', 'operacion', 'salida', 'del', 'real', 'madrid'];['compleja', 'operacion', 'salida', 'real', 'madrid']
que orgullo que la operacion la inicia una mujer, gracias mi eliii!;0.0;1;0;0.0;;0;0;0;0.0;1.0;que orgullo que la operacion la inicia una mujer, gracias mi eliii!;['que', 'orgullo', 'que', 'la', 'operacion', 'la', 'inicia', 'una', 'mujer', ',', 'gracias', 'mi', 'eliii', '!'];['orgullo', 'operacion', 'inicia', 'mujer,', 'gracias', 'eliii!']
yo hice la operacion cancelame tambien;0.0;0;0;0.0;;0;0;0;0.0;0.0;yo hice la operacion cancelame tambien;['yo', 'hice', 'la', 'operacion', 'cancelame', 'tambien'];['hice', 'operacion', 'cancelame', 'tambien']
operacion salida o todo puede ser un fracaso;0.0;0;0;0.0;;0;0;0;0.0;0.0;operacion salida o todo puede ser un fracaso;['operacion', 'salida', 'o', 'todo', 'puede', 'ser', 'un', 'fracaso'];['operacion', 'salida', 'puede', 'ser', 'fracaso']
red: gobierno anuncia la incorporacion de buses electricos a la flota tras seis meses de operacion;0.0;0;1;0.058823529411764705;;0;0;1;0.0;1.0588235294117647;red: gobierno anuncia la incorporacion de buses electricos a la flota tras seis meses de operacion;['red', ':', 'gobierno', 'anuncia', 'la', 'incorporacion', 'de', 'buses', 'electricos', 'a', 'la', 'flota', 'tras', 'seis', 'meses', 'de', 'operacion'];['red:', 'gobierno', 'anuncia', 'incorporacion', 'buses', 'electricos', 'flota', 'tras', 'seis', 'meses', 'operacion']
pero la gente dice que lo que tienes en la cabeza es una peluca, que perdiste todo el cabello en la operacion de cambio extremo ??;0.0;0;0;0.0;;0;0;1;0.0;1.0;pero la gente dice que lo que tienes en la cabeza es una peluca, que perdiste todo el cabello en la operacion de cambio extremo ??;['pero', 'la', 'gente', 'dice', 'que', 'lo', 'que', 'tienes', 'en', 'la', 'cabeza', 'es', 'una', 'peluca', ',', 'que', 'perdiste', 'todo', 'el', 'cabello', 'en', 'la', 'operacion', 'de', 'cambio', 'extremo', '?', '?'];['gente', 'dice', 'cabeza', 'peluca,', 'perdiste', 'cabello', 'operacion', 'cambio', 'extremo', '??']
🔊 podolski: “la operacion ha ido bien, pero la recuperacion necesitara tiempo. espero estar mejor pronto. no olvideis que siempre he sido un luchador”;0.0;0;0;0.0;🔊;1;0;1;0.40399999999999997;1.0;🔊 podolski: “la operacion ha ido bien, pero la recuperacion necesitara tiempo. espero estar mejor pronto. no olvideis que siempre he sido un luchador”;['🔊', 'podolski', ':', '“', 'la', 'operacion', 'ha', 'ido', 'bien', ',', 'pero', 'la', 'recuperacion', 'necesitara', 'tiempo', '.', 'espero', 'estar', 'mejor', 'pronto', '.', 'no', 'olvideis', 'que', 'siempre', 'he', 'sido', 'un', 'luchador', '”'];['🔊', 'podolski:', '“la', 'operacion', 'ido', 'bien,', 'recuperacion', 'necesitara', 'tiempo.', 'espero', 'mejor', 'pronto.', 'no', 'olvideis', 'siempre', 'sido', 'luchador”']
gooooool del recre !!! vamos ostia! teneis a media andalucia detras;0.0;4;5;0.45454545454545453;;0;0;0;0.0;4.454545454545454;gooooool del recre !!! vamos ostia! teneis a media andalucia detras;['gooooool', 'del', 'recre', '!', '!', '!', 'vamos', 'ostia', '!', 'teneis', 'a', 'media', 'andalucia', 'detras'];['gooooool', 'recre', '!!!', 'vamos', 'ostia!', 'teneis', 'media', 'andalucia', 'detras']
las mentiras de la sangre via de andalucia;0.0;0;0;0.0;;0;0;0;0.0;0.0;las mentiras de la sangre via de andalucia;['las', 'mentiras', 'de', 'la', 'sangre', 'via', 'de', 'andalucia'];['mentiras', 'sangre', 'via', 'andalucia']
el vertiginoso viraje de ciudadanos en andalucia en escenas: de apoyar al psoe a firmar con la ultraderecha via;0.0;0;1;0.05;;0;0;1;0.0;1.05;el vertiginoso viraje de ciudadanos en andalucia en escenas: de apoyar al psoe a firmar con la ultraderecha via;['el', 'vertiginoso', 'viraje', 'de', 'ciudadanos', 'en', 'andalucia', 'en', 'escenas', ':', 'de', 'apoyar', 'al', 'psoe', 'a', 'firmar', 'con', 'la', 'ultraderecha', 'via'];['vertiginoso', 'viraje', 'ciudadanos', 'andalucia', 'escenas:', 'apoyar', 'psoe', 'firmar', 'ultraderecha', 'via']
antonio maillo deja su escaño y la coordinacion de iu andalucia y solicita su reingreso como profesor de latin via;0.0;0;1;0.05;;0;0;1;0.0;1.05;antonio maillo deja su escaño y la coordinacion de iu andalucia y solicita su reingreso como profesor de latin via;['antonio', 'maillo', 'deja', 'su', 'escaño', 'y', 'la', 'coordinacion', 'de', 'iu', 'andalucia', 'y', 'solicita', 'su', 'reingreso', 'como', 'profesor', 'de', 'latin', 'via'];['antonio', 'maillo', 'deja', 'escaño', 'coordinacion', 'iu', 'andalucia', 'solicita', 'reingreso', 'profesor', 'latin', 'via']
